Date,Day,Open,High,Low,Close,Adj Close,Volume
22/06/2018,Fri,527.19397,527.19397,456.877014,465.816986,465.816986,2226030080
23/06/2018,Sat,466.273987,479.128998,462.393005,474.519989,474.519989,1651379968
24/06/2018,Sun,474.768005,475.359009,426.468994,457.671997,457.671997,2490579968
25/06/2018,Mon,455.936005,470.343994,448.895996,460.309998,460.309998,4007950080
26/06/2018,Tue,460.733002,461.213013,432.772003,432.772003,432.772003,1356560000
27/06/2018,Wed,432.243988,444.243011,424.838989,442.36499,442.36499,1368940032
28/06/2018,Thu,442.290009,443.618011,419.683014,422.36499,422.36499,1360790016
29/06/2018,Fri,422.587006,441.792999,407.946991,436.009003,436.009003,1564499968
30/06/2018,Sat,436.209015,458.796997,436.209015,455.179993,455.179993,1475939968
01/07/2018,Sun,455.242004,457.139008,446.38501,453.917999,453.917999,1511730048
02/07/2018,Mon,453.824005,479.130005,447.110992,475.346985,475.346985,1625789952
03/07/2018,Tue,475.385986,483.854004,462.582001,464.195007,464.195007,1683939968
04/07/2018,Wed,464.151001,481.436005,455.184998,467.317993,467.317993,1549769984
05/07/2018,Thu,467.286987,483.225006,464.628998,474.411987,474.411987,1828610048
06/07/2018,Fri,474.356995,479.652008,457.61499,474.011993,474.011993,1627609984
07/07/2018,Sat,474.057007,491.660004,466.835999,491.660004,491.660004,1358360064
08/07/2018,Sun,492.067993,503.199005,488.416992,489.118988,489.118988,1344560000
09/07/2018,Mon,488.877991,490.85199,475.174988,476.682007,476.682007,1533799936
10/07/2018,Tue,476.161987,478.317993,433.959991,434.424011,434.424011,1789069952
11/07/2018,Wed,434.515015,447.31601,429.506989,446.518005,446.518005,1422470016
12/07/2018,Thu,446.502014,446.502014,422.809998,430.074005,430.074005,1495440000
13/07/2018,Fri,430.740997,442.363007,430.740997,434.027008,434.027008,1489670016
14/07/2018,Sat,434.510986,439.43399,431.473999,436.085999,436.085999,1235820032
15/07/2018,Sun,435.882996,454.001007,433.92099,449.850006,449.850006,1350160000
16/07/2018,Mon,450.424988,480.65799,446.798004,480.65799,480.65799,1858680064
17/07/2018,Tue,480.076996,508.779999,468.915009,501.002014,501.002014,2288100096
18/07/2018,Wed,500.838013,513.432983,474.359009,480.513,480.513,2371559936
19/07/2018,Thu,480.627991,483.23999,465.141998,469.618988,469.618988,2068739968
20/07/2018,Fri,469.307007,469.307007,443.692993,450.697998,450.697998,1821350016
21/07/2018,Sat,450.678986,468.083008,445.776001,462.436005,462.436005,1504310016
22/07/2018,Sun,462.437988,470.89801,458.118988,459.657013,459.657013,1338589952
23/07/2018,Mon,459.438995,469.765991,449.727997,450.852997,450.852997,1596999936
24/07/2018,Tue,451.135986,481.141998,450.565002,479.372986,479.372986,2287520000
25/07/2018,Wed,479.906006,482.868011,466.473999,472.493011,472.493011,1930780032
26/07/2018,Thu,472.330994,483.696014,461.424011,464.036987,464.036987,1621560064
27/07/2018,Fri,464.009003,473.221985,458.290985,469.665985,469.665985,1734259968
28/07/2018,Sat,469.678009,471.593994,462.989014,466.89801,466.89801,1531890048
29/07/2018,Sun,466.915009,470.355988,462.712006,466.665009,466.665009,1631910016
30/07/2018,Mon,466.826996,467.951996,448.640991,457.080994,457.080994,2141590000
31/07/2018,Tue,457.244995,457.244995,430.444,433.867004,433.867004,1820680000
01/08/2018,Wed,433.868988,435.457001,410.463989,420.747009,420.747009,1888060000
02/08/2018,Thu,420.806,425.033997,410.30899,412.621002,412.621002,1569300000
03/08/2018,Fri,412.566986,420.549011,399.910004,418.261993,418.261993,1722340000
04/08/2018,Sat,418.237,420.186005,403.776001,407.252014,407.252014,1466540000
05/08/2018,Sun,407.346008,413.716003,402.432007,410.515991,410.515991,1396820000
06/08/2018,Mon,410.566986,414.540009,403.315002,406.65799,406.65799,1384880000
07/08/2018,Tue,406.800995,411.404999,376.076996,380.214996,380.214996,1828350000
08/08/2018,Wed,379.891998,380.67099,353.734009,356.613007,356.613007,2016080000
09/08/2018,Thu,356.971008,370.946014,353.614014,365.588013,365.588013,1616610000
10/08/2018,Fri,365.776001,367.045013,329.585999,334.175995,334.175995,1699400000
11/08/2018,Sat,334.264008,334.264008,308.488007,322.112,322.112,1790370000
12/08/2018,Sun,320.822998,328.589996,318.60199,319.570007,319.570007,1625420000
13/08/2018,Mon,320.209991,323.550995,284.93399,286.494995,286.494995,1751190000
14/08/2018,Tue,286.36499,286.36499,254.649994,278.932007,278.932007,2137850000
15/08/2018,Wed,280.386993,303.589996,280.118988,282.364014,282.364014,1878150000
16/08/2018,Thu,282.740997,298.476013,280.928009,288.04599,288.04599,1552970000
17/08/2018,Fri,287.683014,316.170013,287.346008,315.729004,315.729004,1995460000
18/08/2018,Sat,316.790985,320.446014,286.550995,295.812012,295.812012,1764020000
19/08/2018,Sun,295.670013,307.097992,291.332001,300.834015,300.834015,1447910000
20/08/2018,Mon,301.381012,304.372009,273.510986,274.315002,274.315002,1413790000
21/08/2018,Tue,273.330994,285.970001,273.330994,281.944,281.944,1164120000
22/08/2018,Wed,281.967987,297.485992,264.997986,271.341003,271.341003,1507660000
23/08/2018,Thu,271.747986,279.54599,271.089996,277.104004,277.104004,1271160000
24/08/2018,Fri,278.110992,283.302002,273.859985,282.96701,282.96701,1450170000
25/08/2018,Sat,283.281006,283.515015,278.471008,279.645996,279.645996,1208360000
26/08/2018,Sun,279.524994,279.524994,272.444,275.196991,275.196991,1206650000
27/08/2018,Mon,275.350006,285.602997,273.649994,285.602997,285.602997,1406790000
28/08/2018,Tue,286.648987,297.399994,283.571991,296.498993,296.498993,1513350000
29/08/2018,Wed,296.162994,297.071014,287.286987,289.312012,289.312012,1474460000
30/08/2018,Thu,289.752991,291.243011,275.210999,284.105011,284.105011,1513100000
31/08/2018,Fri,284.119995,284.550995,278.513,283.003998,283.003998,1411910000
01/09/2018,Sat,283.496002,301.144012,283.496002,295.341003,295.341003,1546630000
02/09/2018,Sun,295.453003,298.686005,290.925995,294.371002,294.371002,1321050000
03/09/2018,Mon,295.181,295.591003,287.432007,289.259003,289.259003,1394490000
04/09/2018,Tue,289.296997,291.579987,284.255005,285.722992,285.722992,1554870000
05/09/2018,Wed,286.045013,288.162994,232.330994,232.330994,232.330994,2390390000
06/09/2018,Thu,231.647995,231.755005,218.123001,230.214996,230.214996,2097310000
07/09/2018,Fri,229.535004,233.895996,217.074997,217.203003,217.203003,1678260000
08/09/2018,Sat,217.912003,220.367004,193.259003,197.951004,197.951004,1517200000
09/09/2018,Sun,198.384995,207.666,188.306,196.923996,196.923996,1585980000
10/09/2018,Mon,197.850998,201.882996,189.584,197.078995,197.078995,1502960000
11/09/2018,Tue,198.177002,198.505997,180.595993,185.065994,185.065994,1568900000
12/09/2018,Wed,185.423004,185.587006,170.257004,183.330994,183.330994,1874850000
13/09/2018,Thu,183.679001,214.001999,183.679001,211.354004,211.354004,2330720000
14/09/2018,Fri,212.669006,222.794006,204.871002,211.748993,211.748993,2232190000
15/09/2018,Sat,209.813995,226.604004,209.606003,223.074005,223.074005,1670490000
16/09/2018,Sun,222.802994,222.802994,211.117996,220.589005,220.589005,1502260000
17/09/2018,Mon,221.582001,224.261002,195.307999,197.875,197.875,2019910000
18/09/2018,Tue,197.095001,213.356995,195.934006,209.975006,209.975006,1800640000
19/09/2018,Wed,209.472,213.871002,201.656006,209.968994,209.968994,1733330000
20/09/2018,Thu,210.287994,224.817993,207.789001,224.591003,224.591003,1782070000
21/09/2018,Fri,225.251007,248.388,221.567001,246.584,246.584,2836200000
22/09/2018,Sat,247.337006,251.195999,233.809998,240.479996,240.479996,1921820000
23/09/2018,Sun,240.992004,247.464005,237.856995,244.330002,244.330002,1693470000
24/09/2018,Mon,244.843994,245.108002,227.490005,228.729996,228.729996,1748740000
25/09/2018,Tue,228.326996,228.326996,206.490005,218.505005,218.505005,2120360000
26/09/2018,Wed,218.647003,221.436996,209.113007,215.847,215.847,1756100000
27/09/2018,Thu,215.440002,230.606995,212.654007,228.494003,228.494003,2030320000
28/09/2018,Fri,229.041,231.748001,218.669006,222.401993,222.401993,2018120000
29/09/2018,Sat,221.705002,234.014008,216.078003,231.634995,231.634995,2208720000
30/09/2018,Sun,231.328995,236.985992,228.445007,232.848007,232.848007,1765560000
01/10/2018,Mon,233.220001,234.145004,226.945007,230.768005,230.768005,1597500000
02/10/2018,Tue,231.100006,231.167007,225.837997,227.181,227.181,1542080000
03/10/2018,Wed,226.406998,226.457993,213.970993,220.488998,220.488998,1683930000
04/10/2018,Thu,220.445999,226.147995,220.089996,222.218002,222.218002,1479500000
05/10/2018,Fri,222.266998,228.319,220.957001,227.600998,227.600998,1547330000
06/10/2018,Sat,227.552002,227.925995,224.246002,225.119995,225.119995,1505070000
07/10/2018,Sun,225.434998,226.369995,222.996002,226.119003,226.119003,1470480000
08/10/2018,Mon,226.509003,230.764999,224.557007,229.255005,229.255005,1470740000
09/10/2018,Tue,229.710007,230.160995,226.401001,227.981995,227.981995,1405130000
10/10/2018,Wed,227.615005,227.707001,224.494995,225.768997,225.768997,1384040000
11/10/2018,Thu,225.610001,225.610001,189.283005,189.498993,189.498993,2167620000
12/10/2018,Fri,188.707001,199.401001,188.707001,196.727005,196.727005,1487900000
13/10/2018,Sat,196.363998,201.279007,196.363998,199.841003,199.841003,1167610000
14/10/2018,Sun,199.690994,201.826996,195.242996,195.714996,195.714996,1169260000
15/10/2018,Mon,195.270004,222.117996,194.158997,209.703995,209.703995,2865830000
16/10/2018,Tue,209.628006,212.173004,207.983994,210.119995,210.119995,1532280000
17/10/2018,Wed,210.216995,211.125,205.927994,207.082993,207.082993,1444130000
18/10/2018,Thu,207.404007,208.470001,201.742996,203.352005,203.352005,1365860000
19/10/2018,Fri,203.257004,204.662994,201.843994,203.727005,203.727005,1264480000
20/10/2018,Sat,203.514999,206.222,203.085007,205.429993,205.429993,1238780000
21/10/2018,Sun,205.389999,208.154999,204.621002,205.141998,205.141998,1190300000
22/10/2018,Mon,205.173996,206.932007,203.376999,204.044006,204.044006,1328980000
23/10/2018,Tue,204.016006,205.151001,201.910995,204.335999,204.335999,1237490000
24/10/2018,Wed,204.126999,205.580994,203.354004,203.852005,203.852005,1102220000
25/10/2018,Thu,203.867996,204.132004,201.822998,202.718994,202.718994,1102900000
26/10/2018,Fri,202.335999,204.779999,201.550995,203.328995,203.328995,1161310000
27/10/2018,Sat,203.356003,206.082001,203.126007,204.210007,204.210007,1084810000
28/10/2018,Sun,204.509995,205.919006,203.522995,205.365997,205.365997,1139140000
29/10/2018,Mon,205.173996,205.597,195.733994,197.246994,197.246994,1517230000
30/10/2018,Tue,197.203003,198.121994,196.350998,197.556,197.556,1363500000
31/10/2018,Wed,197.649002,198.337997,196.531006,197.380997,197.380997,1442380000
01/11/2018,Thu,197.537003,203.753998,197.328003,198.871994,198.871994,1336700000
02/11/2018,Fri,198.981995,201.268997,198.755005,200.634995,200.634995,1451870000
03/11/2018,Sat,200.740005,200.740005,199.524994,200.186005,200.186005,1307150000
