"","Open","High","Low","Close","Adjusted","Volume","rsi","fastK","fastD","slowD","ADX","Close.1","obv","mfi","ad","SMA","SMA.1","macd","signal","EPU","EMU","Tenyrbond","ThreemTbill","OVX","VIX","Fiveyrinfexp","be_inflation","EMV_IDT"
"2018-02-05",7051.75,7850.700195,6048.259766,7754,7754,13999800320,32.8873341409356,0.281519881303494,0.163227689360688,0.128716481709295,29.6016199544995,0.108709190759237,3549071360,46.4659028966047,-1262.108898,NA,NA,2118.20543306024,1619.61243476931,92.59,129.13,"2.8637","1.5","26.59","29.98","1.88","2.1",1.34
"2018-02-06",7755.490234,8509.110352,7236.790039,7621.299805,7621.299805,9169280000,32.447831959747,0.264619302310481,0.194418160650093,0.1494109363932,30.7902598140031,-0.0172619060129797,-5620208640,37.3144333085281,-2149.919445,NA,NA,1954.81230107633,1686.65240803071,58.29,49.18,"2.9111","1.53","26.790001","27.73","1.9","2.1",0.96
"2018-02-07",7637.859863,8558.769531,7637.859863,8265.589844,8265.589844,9346750464,36.8598047349978,0.37466667638954,0.306935286667838,0.22152704555954,31.8397582749595,0.0811541619759417,3726541824,35.0554718026754,-1505.629406,13422.11698356,NA,1517.44810951155,1652.81154832688,89.29,54.51,"2.928","1.53","29.5","33.46","1.89","2.09",0.32
"2018-02-08",8271.839844,8736.980469,7884.709961,8736.980469,8736.980469,6784820224,39.9500326743997,0.461397614516748,0.366894531072256,0.289415992796729,32.6098656678357,0.0554635506662553,10511362048,41.3168799221191,-653.358897999997,13377.34460074,NA,1053.9171900327,1533.03267666804,82.68,57.46,"2.9109","1.53","29.85","29.06","1.83","2.05",0.75
"2018-02-11",8141.430176,8985.919922,8141.430176,8926.570313,8926.570313,6256439808,41.196572185439,0.493932158421066,0.443332149775785,0.372387322505293,33.0321542576277,0.0214676117453401,16767801856,47.6074895963073,131.781239000004,13322.732003,NA,713.27636945636,1369.08141522571,80.89,48.26,"2.9433","1.61","29.42","25.61","1.84","2.07",0
"2018-02-12",8926.719727,8958.469727,8455.410156,8598.30957,8598.30957,5696719872,39.66142456148,0.437601010455157,0.46431026113099,0.424845647326344,33.4242793767203,-0.0374666353125086,11071081984,40.4142129981195,-228.378917999997,13256.3641904,NA,638.475861676185,1222.9603045158,104.55,14.08,"2.9316","1.57","30.389999","24.97","1.88","2.05",0.41
"2018-02-13",8599.919922,9518.540039,8599.919922,9494.629883,9494.629883,7909819904,45.6201829884136,0.59141395718468,0.507649042020301,0.471763817642358,33.098104401327,0.0991607409936108,18980901888,48.0021455737776,667.941395000003,13160.42678806,NA,234.846469426364,1025.33753749792,107.01,5.3,"3.0014","1.56","27.73","19.26","1.91","2.09",0.31
"2018-02-14",9488.320313,10234.79981,9395.580078,10166.40039,10166.40039,9062540288,49.6347105021528,0.706693059653996,0.578569342431278,0.516842881860856,31.988376883944,0.0683618401503256,28043442176,57.0665119223991,1438.761707,13005.76081146,NA,-202.031884410317,779.863653116269,88.63,5.29,"3.0081","1.56","27.57","19.13","2","2.11",0
"2018-02-15",10135.7002,10324.09961,9824.820313,10233.90039,10233.90039,7296159744,50.0338640423478,0.795909494798435,0.698005503879037,0.594741296110205,30.8602297154134,0.00661757363867643,35339601920,56.8470829033315,1847.841784,12879.05081146,NA,-402.627045445523,543.365513403911,80.52,12.44,"2.9918","1.59","26.969999","19.46","2","2.09",0.36
"2018-02-18",10552.59961,11273.79981,10513.2002,11225.29981,11225.29981,7652089856,55.5996285308486,0.990718662646995,0.831107072366475,0.70256063955893,28.8368857091109,0.09246436530964,42991691776,64.741921424919,2839.241204,12764.82079206,NA,-826.22293286441,269.447824150246,53.44,21.58,"2.0966","1.185","43.06","21.12","2.03","2.03",0.63
"2018-02-19",11231.79981,11958.5,11231.79981,11403.7002,11403.7002,9926540288,56.5378219221021,0.906129061081411,0.897585739508946,0.808899438584819,27.2087724007096,0.0157677392804292,52918232064,65.710251915537,3017.641594,12644.58678826,NA,-1020.11309822163,11.5356396758706,80.15,75.14,"2.9938","1.64","27.58","20.6","2.04","2.1",0.88
"2018-02-20",11372.2002,11418.5,10479.09961,10690.40039,10690.40039,9405339648,51.8227610293598,0.785440259652227,0.894095994460211,0.874262935445211,25.5161325505777,-0.0645917027174256,43512892416,65.1783802150787,2289.541984,12530.23081166,NA,-774.581366328321,-145.687761524968,95.81,16.06,"3.0267","1.62","26.93","20.02","2.06","2.12",0
"2018-02-21",10660.40039,11039.09961,9939.089844,10005,10005,8040079872,47.7058036516861,0.669471980383801,0.787013767039146,0.859565167002768,24.3929700710233,-0.066261210930346,35472812544,67.0604426459611,1255.442374,12399.05081166,NA,-365.232048419331,-189.59661890384,50.25,10.99,"3.0192","1.61","24.98","18.72","2.06","2.11",0
"2018-02-22",9937.070313,10487.29981,9734.55957,10301.09961,10301.09961,7739500032,49.5697156813254,0.719571400758732,0.72482788026492,0.801979213921426,23.5166690411325,0.0291656797540654,43212312576,73.2636595124634,1821.982414,12250.93479606,NA,-272.068397764146,-206.090974675901,55.72,19.08,"2.9868","1.61","24.370001","16.49","2.04","2.12",0
"2018-02-25",9669.429688,10475,9501.730469,10366.7002,10366.7002,7287690240,49.994961718857,0.66287641275135,0.683973264631294,0.731938303978453,22.8958456108499,0.00634811744877339,50500002816,72.4529753677575,2686.952145,12075.98481566,NA,-237.613138962623,-212.395407533246,68.6,10.01,"2.9626","1.65","24.360001","15.8","2.07","2.13",0
"2018-02-26",10393.90039,10878.5,10246.09961,10725.59961,10725.59961,6966179840,52.3617236789405,0.71464867452348,0.699032162677854,0.702611102524689,21.8744902420483,0.0340346057050773,57466182656,78.9663556295903,3166.452145,11934.96282346,NA,-338.438101217787,-237.603946270154,52.64,36.37,"2.9935","1.64","25.290001","18.59","2.09","2.13",0
"2018-02-27",10687.2002,11089.79981,10393.09961,10397.90039,10397.90039,6936189952,50.033170364687,0.616917024426943,0.664814037233924,0.682606488181024,20.6958522383507,-0.0310294707548451,50529992704,72.2395409084231,2474.552725,11810.42883906,NA,-239.409997447172,-237.965156505558,46.68,15.99,"2.9805","1.63","26.92","19.85","2.04","2.12",0.31
"2018-02-28",10385,11052.29981,10352.7002,10951,10951,7317279744,53.7700435804314,0.736054081676657,0.68920659354236,0.684350931151379,19.6424593638754,0.0518268761048546,57847272448,72.7614958262842,3072.852525,11713.39083126,NA,-383.340342983427,-267.040193801132,69.3,20.79,"2.9294","1.6","26.98","22.47","2.03","2.1",0
"2018-03-01",10977.40039,11189,10850.09961,11086.40039,11086.40039,7620590080,54.663908495906,0.751048460405973,0.701339855503191,0.685120162093158,18.5004249399939,0.0122883907755948,65467862528,73.4471010093357,3309.15330500001,11658.48284286,NA,-469.800946183575,-307.59234427762,39.63,18.36,"2.9542","1.62","26.15","19.59","2.03","2.12",0
"2018-03-04",11532.40039,11704.09961,11443.90039,11573.29981,11573.29981,6468539904,57.8220927243311,0.885308618209459,0.790803720097363,0.727116723047638,17.5160416042483,0.0429815374492453,71936402432,78.2473025800614,3796.05272500001,11609.41684686,NA,-654.476931824734,-376.969261787043,148.37,9.74,"2.9714","1.67","26.299999","18.73","2.05","2.13",0
"2018-03-05",11500.09961,11500.09961,10694.29981,10779.90039,10779.90039,6832169984,51.5235966793709,0.540134047933784,0.725497042183072,0.739213539261208,16.7683435556309,-0.0710173793400415,65104232448,71.8826244664514,3002.65330500001,11503.01885846,NA,-399.958276147587,-381.567064659152,133.87,29.91,"2.9761","1.65","25.549999","18.36","2.1","2.12",0
"2018-03-06",10803.90039,10929.5,9692.120117,9965.570313,9965.570313,8797910016,45.986675400753,0.188800714982491,0.538081127041911,0.684793963107449,16.9986531091452,-0.0785471415406906,56306322432,64.2008655068072,2038.72361800001,11385.56026472,NA,35.5847212890167,-298.136707469518,87.33,5.59,"2.9798","1.65","26.940001","17.76","2.1","2.13",0
"2018-03-07",9951.44043,10147.40039,9335.870117,9395.009766,9395.009766,7186089984,42.5374647033798,0.0225497503034433,0.250494837739906,0.50469100232163,17.50175552172,-0.0589575112837508,49120232448,58.1101405952794,1286.332994,11281.33046004,NA,431.153239325611,-152.278718110492,57,16.63,"2.963","1.64","26.16","16.54","2.08","2.11",0
"2018-03-08",9414.69043,9466.349609,8513.030273,9337.549805,9337.549805,8704190464,42.1942316795093,0.239305406034699,0.150218623773544,0.312931529518454,18.5755945983572,-0.00613478804045897,40416041984,50.8484221258444,1157.53319,11174.95745214,NA,594.891366886426,-2.84470111110868,132.57,6.45,"2.9792","1.64","26.23","14.64","1.96","2.12",0.38
"2018-03-11",9602.929688,9937.5,8956.429688,9205.120117,9205.120117,6457399808,41.3657870835898,0.216883361315693,0.159579505884612,0.186764322466021,18.9620914789728,-0.0142840206098693,33958642176,42.9863882220668,425.153307000004,11085.91585048,NA,674.742683303686,132.67277577185,107.4,29.17,"2.9644","1.68","24.02","15.78","2.02","2.1",0
"2018-03-12",9173.040039,9470.379883,8958.19043,9194.849609,9194.849609,5991139840,41.2980648395146,0.213664845227398,0.22328453752593,0.177694222394695,19.3209814395445,-0.00111636151793526,27967502336,44.8533706383788,149.623033000005,10970.17085046,NA,668.127927797585,239.763806176997,54.85,6.86,"2.9406","1.7","25.5","16.35","2.05","2.09",0
"2018-03-13",9214.650391,9355.849609,8068.589844,8269.80957,8269.80957,6438230016,35.6387281242364,0.05534842125356,0.161965542598883,0.181609862003142,20.3262336311831,-0.106032020017407,21529272320,46.049986635003,-936.417005999996,10831.54704186,NA,959.901019525103,383.791248846618,79.61,16.5,"2.9178","1.73","25.209999","17.23","2.04","2.07",0
"2018-03-14",8290.759766,8428.349609,7783.049805,8300.860352,8300.860352,6834429952,35.955985024919,0.132059160875668,0.133690809118875,0.172980296414563,21.4548687592206,0.00374768412971171,28363702272,44.8051000533234,-418.606458999996,10685.5802449,NA,1010.95733790535,509.224466658365,43.98,11,"2.915","1.74","25.07","16.59","2.07","2.08",0.64
"2018-03-15",8322.910156,8585.150391,8005.310059,8338.349609,8338.349609,5289379840,36.3638433916911,0.141620186331706,0.109675922820311,0.135110758179356,22.2725629525835,0.00450614188098797,33653082112,43.0066455576135,-85.5669089999956,10503.75723708,NA,951.938525776439,597.76727848198,110.96,6.33,"2.9321","1.75","24.530001","15.8","2.05","2.08",0
"2018-03-18",8344.120117,8675.870117,8182.399902,8630.650391,8630.650391,6729110016,39.5939657745263,0.216166748231345,0.163282031812906,0.135549587917364,22.8937791100962,0.0344545580395277,40382192128,42.0066870281742,362.683580000004,10372.9682527,NA,755.724185402147,629.358659866013,74.64,8.91,"2.9374","1.77","25.280001","19.02","2.04","2.08",0
"2018-03-19",8619.669922,9051.019531,8389.889648,8913.469727,8913.469727,6361789952,42.6283872145334,0.288295221488522,0.215360718683857,0.162772891105691,22.901545472677,0.0322437188765061,46743982080,48.7786589425145,886.263659000003,10259.32963944,NA,516.615935679811,606.810115028773,79.32,22.31,"2.9636","1.78","25.299999","18.2","2.05","2.08",0
"2018-03-20",8937.480469,9177.370117,8846.330078,8929.280273,8929.280273,6043129856,42.8013703048978,0.292327444180475,0.265596471300114,0.214746407265626,22.7190890227534,0.00177221001673544,52787111936,47.3004063551954,969.213854000002,10138.4492487,NA,372.764098221478,560.000911667314,55.83,5.64,"2.971","1.71","25.950001","17.86","1.96","2.09",0
"2018-03-21",8939.44043,9100.709961,8564.900391,8728.469727,8728.469727,5530390016,41.1061065797419,0.241113979423171,0.273912215030722,0.251623135004898,22.8297778866142,-0.0227457296286158,47256721920,39.5636818160138,596.973620000002,10044.90264704,NA,359.207895641435,519.842308462138,57.36,5.38,"2.9282","1.69","26.469999","23.34","2.03","2.08",0
"2018-03-22",8736.25,8879.620117,8360.620117,8879.620117,8879.620117,5954120192,42.9381382274745,0.295010927893661,0.276150783832435,0.271886490054424,23.1330294759628,0.0171687109887273,53210842112,37.9974510773323,1115.97362,9942.88305718,NA,273.964538480654,470.666754465841,66.64,19.44,"2.9067","1.71","27.559999","24.87","2.01","2.07",0
"2018-03-25",8498.469727,8530.080078,7921.430176,8209.400391,8209.400391,5921039872,37.3848416457096,0.135502092700374,0.223875666672402,0.25797955517852,23.826249033515,-0.0784788896576103,47289802240,39.1528270548085,445.753894,9830.6750688,NA,464.508680678939,469.435139708461,89.77,10.25,"2.927","1.76","27.709999","21.03","2.01","2.08",1.2
"2018-03-26",8200,8232.780273,7797.279785,7833.040039,7833.040039,5378250240,34.6729646979942,0.0211433254937532,0.150552115362596,0.216859521955811,24.5826493896959,-0.0469291968630241,41911552000,41.4449809114181,46.0136600000005,9757.52586958,NA,654.1093593196,506.369983630689,22.48,14.75,"2.8754","1.74","27.379999","22.5","1.94","2.07",2.16
"2018-03-27",7836.830078,8122.890137,7809.169922,7954.47998,7954.47998,4935289856,36.2791597829181,0.0795702659536301,0.0787385613825855,0.151055447805861,25.2850211490068,0.0153845994943538,46846841856,48.2428951678707,191.323718000001,9692.84347698,NA,648.134384409247,534.7228637864,26.48,5.79,"2.8666","1.7","26.67","22.87","1.91","2.05",0
